,OBJECTID,GEOID,NAME,County_Name,State_Name,Lattitude,Longitude,Total Population,Population of one race,Population of one race: White alone,Population of one race: Black or African American alone,Population of one race: American Indian and Alaska Native alone,Population of one race: Asian alone,Population of one race: Native Hawaiian and Other Pacific Islander alone,Population of one race: Some Other Race alone,Hispanic or Latino Population,Non-Hispanic or Latino Population,Total population 18 years and over,Total population 18 years and over: Hispanic or Latino,Total population 18 years and over: Not Hispanic or Latino,Total housing units,Total occupied housing units,Total vacant housing units,Total group quarters population,Group quarters population: Institutionalized population,Group quarters population: Correctional facilities for adults,Group quarters population: Juvenile facilities,Group quarters population: Nursing facilities/Skilled-nursing facilities,Group quarters population: Other institutional facilities,Group quarters population: Noninstitutionalized population:,Group quarters population: College/University student housing,Group quarters population: Military quarters,Group quarters population: Other noninstitutional facilities,Percent of Population 18 Years and Over,Percent Hispanic or Latino,"Percent White alone, not Hispanic or Latino","Percent Black or African American alone, not Hispanic or Latino","Percent American Indian and Alaska Native alone, not Hispanic or Latino","Percent Asian alone, not Hispanic or Latino","Percent Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino","Percent Some Other Race alone, not Hispanic or Latino","Percent Population of two or more races, not Hispanic or Latino",Percent of Housing Units that are Occupied,Percent of Housing Units that are Vacant,STATE,COUNTY,TRACT,BLKGRP,BLOCK,TRIBAL TRACT,TRIBAL BLKGRP,URBAN AREA,URBAN AREA TYPE,URBAN/ RURAL,AREALAND,AREAWATR,POP100,Total Housing Count,Shape_Length,Shape_Area,y,x,Additional Cancer Prob,Expected Cancers
49,50,390299504004000,BLOCK 4000,Columbiana County,Ohio,40.8346796,-80.6379611,149,146,146,0,0,0,0,0,0,149,120,0,120,55,55,0,0,0,0,0,0,0,0,0,0,0,80.5,0.0,98.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,0.0,39,29,950400,4,4000,999999,9,,,,1859139,0,149,55,6468.768530337598,1199162.3975461156,-156.47812938757843,-9793.3021167696,8.37025449080004e-189,1.247167919129206e-186
50,51,390299504004001,BLOCK 4001,Columbiana County,Ohio,40.8220878,-80.6353671,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,0.0,39,29,950400,4,4001,999999,9,,,,8631,0,0,3,168.49700825953624,1636.6167939128304,-1557.0619434485618,-9575.005024060714,0.0,0.0
51,52,390299514011000,BLOCK 1000,Columbiana County,Ohio,40.8197308,-80.5922382,23,22,16,0,3,0,0,3,8,15,14,7,7,10,10,0,11,0,0,0,0,0,11,0,0,11,60.900001525878906,34.79999923706055,65.19999694824219,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1000,999999,9,,,,1484481,0,23,10,7146.949989221888,2594635.4703523708,-1819.2306603700808,-5945.508422496363,0.0,0.0
52,53,390299514011001,BLOCK 1001,Columbiana County,Ohio,40.818941,-80.5999472,21,21,21,0,0,0,0,0,0,21,16,0,16,9,9,0,0,0,0,0,0,0,0,0,0,0,76.19999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1001,999999,9,,,,519550,0,21,9,6626.109045597457,908068.2301376776,-1907.079982654628,-6594.256494319207,1.1484147022578268e-284,2.411670874741436e-283
53,54,390299514011002,BLOCK 1002,Columbiana County,Ohio,40.822041,-80.6057074,55,55,55,0,0,0,0,0,2,53,34,2,32,17,17,0,0,0,0,0,0,0,0,0,0,0,61.79999923706055,3.5999999046325684,96.4000015258789,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1002,999999,9,,,,1543777,0,55,17,7250.84409834527,2698459.5219614245,-1562.26749964363,-7079.004007567599,4.869392190757725e-253,2.6781657049167487e-251
54,55,390299514011003,BLOCK 1003,Columbiana County,Ohio,40.80864,-80.5999741,12,12,12,0,0,0,0,0,0,12,4,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,33.29999923706055,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1003,999999,9,,,,495156,0,12,6,4011.6888526488665,865164.777465789,-3052.858494753432,-6596.520253945851,1.7136003047020405e-251,2.0563203656424485e-250
55,56,390299514011004,BLOCK 1004,Columbiana County,Ohio,40.8115489,-80.6047636,16,15,15,0,0,0,0,0,0,16,12,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,75.0,0.0,93.8000030517578,0.0,0.0,0.0,0.0,0.0,6.300000190734863,100.0,0.0,39,29,951401,1,1004,999999,9,,,,49813,0,16,6,1398.6005465211522,87043.58831349613,-2729.302032871467,-6999.578866068232,0.0,0.0
56,57,390299514011005,BLOCK 1005,Columbiana County,Ohio,40.8118198,-80.6072758,12,12,12,0,0,0,0,0,0,12,11,0,11,3,3,0,0,0,0,0,0,0,0,0,0,0,91.6999969482422,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1005,999999,9,,,,70569,0,12,3,1633.4104973988203,123314.60661603068,-2699.169871049011,-7210.992131638432,1.130683516996921e-186,1.3568202203963052e-185
57,58,390299514011006,BLOCK 1006,Columbiana County,Ohio,40.8087141,-80.5912214,8,8,8,0,0,0,0,0,0,8,8,0,8,5,5,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1006,999999,9,,,,932977,0,8,5,5295.918098177773,1630155.483509841,-3044.616364110652,-5859.9399899807495,8.554632198892974e-289,6.843705759114379e-288
58,59,390299514011007,BLOCK 1007,Columbiana County,Ohio,40.806031,-80.5810103,11,11,11,0,0,0,0,0,0,11,11,0,11,6,6,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1007,999999,9,,,,957614,0,11,6,5655.396646265583,1673070.1402259348,-3343.0571296492626,-5000.628589619388,3.6653336677126366e-166,4.0318670344839004e-165
59,60,390299514011008,BLOCK 1008,Columbiana County,Ohio,40.8174033,-80.5810565,61,61,61,0,0,0,0,0,0,61,53,0,53,24,13,11,0,0,0,0,0,0,0,0,0,0,86.9000015258789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,54.20000076293945,45.79999923706055,39,29,951401,1,1008,999999,9,,,,960278,0,61,24,5880.116153552019,1678295.0894874583,-2078.1180972117954,-5004.516533828059,8.487447897818596e-117,5.177343217669344e-115
60,61,390299514011010,BLOCK 1010,Columbiana County,Ohio,40.8079785,-80.5759044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1010,999999,9,,,,387285,0,0,0,4944.482501339768,676672.8412845671,-3126.43702943494,-4570.943428766149,0.0,0.0
61,62,390299514011017,BLOCK 1017,Columbiana County,Ohio,40.8005754,-80.5849981,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,0.0,39,29,951401,1,1017,999999,9,,,,148410,0,0,2,3919.11521545729,259248.31404491724,-3949.882607816482,-5336.220447953602,0.0,0.0
62,63,390299514011018,BLOCK 1018,Columbiana County,Ohio,40.8018654,-80.5912735,12,12,12,0,0,0,0,0,0,12,12,0,12,6,6,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1018,999999,9,,,,370406,0,12,6,3092.985038620418,647063.5481704831,-3806.396122950405,-5864.324446450983,0.0,0.0
63,64,390299514011019,BLOCK 1019,Columbiana County,Ohio,40.802394,-80.5980563,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1019,999999,9,,,,187175,0,1,1,2999.884454445756,326982.48598654434,-3747.600033105117,-6435.128498434465,0.0,0.0
64,65,390299514012000,BLOCK 2000,Columbiana County,Ohio,40.8406879,-80.6157922,4,4,2,0,0,0,0,2,0,4,2,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,39,29,951401,2,2000,999999,9,,,,180018,0,4,3,2983.6737102017564,314841.37394387723,511.8240776054656,-7927.686625134814,0.0,0.0
65,66,390299514012001,BLOCK 2001,Columbiana County,Ohio,40.8350332,-80.6233832,107,106,106,0,0,0,0,0,2,105,66,0,66,33,33,0,0,0,0,0,0,0,0,0,0,0,61.70000076293945,1.899999976158142,97.1999969482422,0.0,0.0,0.0,0.0,0.0,0.8999999761581421,100.0,0.0,39,29,951401,2,2001,999999,9,,,,1518501,0,107,33,7658.097406300577,2655310.8050070046,-117.14726035802094,-8566.504408019739,0.0,0.0
66,67,390299514012002,BLOCK 2002,Columbiana County,Ohio,40.8294169,-80.61864,66,57,57,0,0,0,0,0,0,66,48,0,48,23,23,0,0,0,0,0,0,0,0,0,0,0,72.69999694824219,0.0,86.4000015258789,0.0,0.0,0.0,0.0,0.0,13.600000381469728,100.0,0.0,39,29,951401,2,2002,999999,9,,,,835576,0,66,23,5781.8669007102,1460874.528608001,-741.8473727253005,-8167.342177212033,0.0,0.0
67,68,390299514012003,BLOCK 2003,Columbiana County,Ohio,40.8381476,-80.6303078,27,26,26,0,0,0,0,0,0,27,21,0,21,9,9,0,0,0,0,0,0,0,0,0,0,0,77.80000305175781,0.0,96.3000030517578,0.0,0.0,0.0,0.0,0.0,3.700000047683716,100.0,0.0,39,29,951401,2,2003,999999,9,,,,240329,0,27,9,3086.867465715456,420286.9043197363,229.26693225243957,-9149.24153266318,0.0,0.0
68,69,390299514012004,BLOCK 2004,Columbiana County,Ohio,40.8292682,-80.6308186,19,19,19,0,0,0,0,0,0,19,9,0,9,4,4,0,0,0,0,0,0,0,0,0,0,0,47.400001525878906,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2004,999999,9,,,,203108,0,19,4,3516.26102263955,355101.55785500456,-758.3872489262803,-9192.227715176112,0.0,0.0
69,70,390299514012005,BLOCK 2005,Columbiana County,Ohio,40.8201511,-80.6311979,9,9,9,0,0,0,0,0,0,9,9,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2005,999999,9,,,,79005,0,9,3,2400.1531097913053,138088.20093832698,-1772.480761464349,-9224.147564435016,0.0,0.0
70,71,390299514012006,BLOCK 2006,Columbiana County,Ohio,40.8191183,-80.6205004,58,57,57,0,0,0,0,0,0,58,33,0,33,17,17,0,0,0,0,0,0,0,0,0,0,0,56.900001525878906,0.0,98.3000030517578,0.0,0.0,0.0,0.0,0.0,1.7000000476837158,100.0,0.0,39,29,951401,2,2006,999999,9,,,,2171689,0,58,17,7639.681715849075,3795693.86345051,-1887.358933223722,-8323.903447588462,0.0,0.0
71,72,390299514012007,BLOCK 2007,Columbiana County,Ohio,40.8139202,-80.6291022,10,9,9,0,0,0,0,0,1,9,6,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,60.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,10.0,100.0,0.0,39,29,951401,2,2007,999999,9,,,,49444,0,10,3,1838.5675666917168,86405.38881115188,-2465.542729334278,-9047.784716307997,0.0,0.0
72,73,390299514012008,BLOCK 2008,Columbiana County,Ohio,40.8094363,-80.6198489,39,39,39,0,0,0,0,0,0,39,30,0,30,17,17,0,0,0,0,0,0,0,0,0,0,0,76.9000015258789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2008,999999,9,,,,1438088,2851,39,17,7602.174832946803,2517749.234644561,-2964.286178552156,-8269.076707396709,0.0,0.0
73,74,390299514012009,BLOCK 2009,Columbiana County,Ohio,40.8052072,-80.6275946,33,32,32,0,0,0,0,0,0,33,20,0,20,8,6,2,0,0,0,0,0,0,0,0,0,0,60.59999847412109,0.0,97.0,0.0,0.0,0.0,0.0,0.0,3.0,75.0,25.0,39,29,951401,2,2009,999999,9,,,,1396211,12695,33,8,7045.118421746101,1948262.1978290963,-3434.688266263711,-8920.913202485743,0.0,0.0
74,75,390299514012010,BLOCK 2010,Columbiana County,Ohio,40.8148049,-80.6312108,4,2,2,0,0,0,0,0,0,4,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,75.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,39,29,951401,2,2010,999999,9,,,,44552,0,4,1,1351.3329974878577,77857.98264201083,-2367.137695875966,-9225.23315909685,0.0,0.0
75,76,390299514012011,BLOCK 2011,Columbiana County,Ohio,40.8147871,-80.6339997,24,23,23,0,0,0,0,0,0,24,23,0,23,14,14,0,0,0,0,0,0,0,0,0,0,0,95.8000030517578,0.0,95.8000030517578,0.0,0.0,0.0,0.0,0.0,4.199999809265137,100.0,0.0,39,29,951401,2,2011,999999,9,,,,144894,0,24,14,1261.6478178632865,41600.85114530736,-2369.117586908065,-9459.931991383031,0.0,0.0
76,77,390299514012012,BLOCK 2012,Columbiana County,Ohio,40.8194689,-80.6339834,39,39,39,0,0,0,0,0,1,38,24,0,24,18,18,0,0,0,0,0,0,0,0,0,0,0,61.5,2.5999999046325684,97.4000015258789,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2012,999999,9,,,,243138,0,39,18,2277.195356039628,204641.84009282905,-1848.3617536937572,-9458.56027101105,0.0,0.0
77,78,390299514012026,BLOCK 2026,Columbiana County,Ohio,40.8011528,-80.6067065,13,13,13,0,0,0,0,0,0,13,12,0,12,5,5,0,0,0,0,0,0,0,0,0,0,0,92.3000030517578,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2026,999999,9,,,,763540,0,13,5,4847.201078668831,1333802.2346225558,-3885.658502110203,-7163.082899982756,0.0,0.0
78,79,390299514012027,BLOCK 2027,Columbiana County,Ohio,40.8020965,-80.600796,6,6,6,0,0,0,0,0,0,6,6,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2027,999999,9,,,,19617,0,6,3,1649.317890344701,34269.76348653565,-3780.690908490869,-6665.686946716208,0.0,0.0
79,80,390299514012051,BLOCK 2051,Columbiana County,Ohio,40.8080893,-80.6340096,7,7,7,0,0,0,0,0,0,7,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,57.09999847412109,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2051,999999,9,,,,397007,0,7,2,7.406707182332133,1.393249267532916,-3114.1127639126253,-9460.765122160636,0.0,0.0
80,81,390299514012054,BLOCK 2054,Columbiana County,Ohio,40.8322628,-80.6082041,45,45,43,0,0,0,0,2,0,45,32,0,32,16,16,0,0,0,0,0,0,0,0,0,0,0,71.0999984741211,0.0,95.5999984741211,0.0,0.0,0.0,0.0,4.400000095367432,0.0,100.0,0.0,39,29,951401,2,2054,999999,9,,,,944445,0,45,16,5658.941526662292,1651356.4810158447,-425.2983903369144,-7289.11287580411,0.0,0.0
81,82,390299514012055,BLOCK 2055,Columbiana County,Ohio,40.8302154,-80.5995445,3,3,3,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2055,999999,9,,,,9177,0,3,1,620.5233952665069,16045.505774142624,-653.0303508912256,-6560.367423599499,0.0,0.0
82,83,390299514012056,BLOCK 2056,Columbiana County,Ohio,40.8072332,-80.6031755,14,14,14,0,0,0,0,0,0,14,14,0,14,4,4,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,2,2056,999999,9,,,,48861,0,14,4,2017.1118277242076,85368.87039753064,-3209.3366241403023,-6865.932894838808,0.0,0.0
83,84,390299515005030,BLOCK 5030,Columbiana County,Ohio,40.8262873,-80.5785207,87,79,79,0,0,0,0,0,0,87,73,0,73,36,36,0,0,0,0,0,0,0,0,0,0,0,83.9000015258789,0.0,90.8000030517578,0.0,0.0,0.0,0.0,0.0,9.199999809265137,100.0,0.0,39,29,951500,5,5030,999999,9,,,,1371087,0,87,36,7380.190934382386,2396903.6241791,-1089.9522588006018,-4791.117205951335,0.0,0.0
84,85,390299515005031,BLOCK 5031,Columbiana County,Ohio,40.8284515,-80.590284,43,43,42,0,0,0,0,1,1,42,31,0,31,14,14,0,0,0,0,0,0,0,0,0,0,0,72.0999984741211,2.299999952316284,97.6999969482422,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951500,5,5031,999999,9,,,,186119,0,43,14,2912.3189327751384,325391.23717174487,-849.2286537247893,-5781.053435282685,0.0,0.0
85,86,390299514011012,BLOCK 1012,Columbiana County,Ohio,40.790233,-80.5476582,4,3,3,0,0,0,0,0,0,4,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,39,29,951401,1,1012,999999,9,,,,35139,0,4,2,1102.503459990734,61361.859280099015,-5100.266035010379,-2193.894662118597,0.0,0.0
86,87,390299514011013,BLOCK 1013,Columbiana County,Ohio,40.7930285,-80.5610883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1013,999999,9,,,,135496,0,0,0,4599.113993389721,236624.30588858447,-4789.323036217278,-3324.099891447855,9.574050654021354e-124,0.0
87,88,390299514011014,BLOCK 1014,Columbiana County,Ohio,40.7931784,-80.565434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1014,999999,9,,,,49795,0,0,0,3144.2245805220145,86970.86840200883,-4772.649684215755,-3689.810706204085,6.54964490504622e-66,0.0
88,89,390299514011015,BLOCK 1015,Columbiana County,Ohio,40.7970808,-80.5693085,2,2,2,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1015,999999,9,,,,42201,0,2,1,2574.5883985731784,73710.56286983164,-4338.586383020503,-4015.867853151184,0.0,0.0
89,90,390299514011021,BLOCK 1021,Columbiana County,Ohio,40.7886186,-80.5471613,7,7,7,0,0,0,0,0,0,7,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39,29,951401,1,1021,999999,9,,,,50220,0,7,3,1463.708032752955,87694.04950770938,-5279.835477776168,-2152.0782212643016,0.0,0.0
90,91,390299514011022,BLOCK 1022,Columbiana County,Ohio,40.7883593,-80.557898,21,21,21,0,0,0,0,0,0,21,19,0,19,9,9,0,0,0,0,0,0,0,0,0,0,0,90.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1022,999999,9,,,,487289,0,21,9,5683.751758689391,850906.4933567883,-5308.67737353188,-3055.6213452929687,0.0,0.0
91,92,390299514011023,BLOCK 1023,Columbiana County,Ohio,40.7919974,-80.5659265,16,16,16,0,0,0,0,0,0,16,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1023,999999,9,,,,115057,0,16,8,2485.879671616996,200934.5631996953,-4904.012117259979,-3731.256865778788,0.0,0.0
92,93,390299514011024,BLOCK 1024,Columbiana County,Ohio,40.7957059,-80.5692484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,100.0,0.0,39,29,951401,1,1024,999999,9,,,,92377,0,0,1,2894.474021222301,161344.37534939128,-4491.516280727894,-4010.810159391248,0.0,0.0
93,94,390299514011025,BLOCK 1025,Columbiana County,Ohio,40.7962008,-80.5722347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1025,999999,9,,,,77324,0,0,0,1653.5218178815558,135055.092314221,-4436.468636262549,-4262.121155096831,0.0,0.0
94,95,390299514011030,BLOCK 1030,Columbiana County,Ohio,40.7870288,-80.543671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1030,999999,9,,,,10704,0,0,0,743.7826330520351,18690.14131588616,-5456.668666644588,-1858.353279126963,0.0,0.0
95,96,390299514011031,BLOCK 1031,Columbiana County,Ohio,40.7871419,-80.5383196,81,80,80,0,0,0,0,0,1,80,67,1,66,32,31,1,0,0,0,0,0,0,0,0,0,0,82.69999694824219,1.2000000476837158,97.5,0.0,0.0,0.0,0.0,0.0,1.2000000476837158,96.9000015258789,3.0999999046325684,39,29,951401,1,1031,999999,9,,,,486496,0,81,32,6070.4526951858725,849489.507422864,-5444.088572506389,-1408.008133950182,0.0,0.0
96,97,390299514011032,BLOCK 1032,Columbiana County,Ohio,40.7827022,-80.5367489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1032,999999,9,,,,44590,0,0,0,1133.4174715129611,77849.88281647986,-5937.915663095749,-1275.8264392617457,0.0,0.0
97,98,390299514011033,BLOCK 1033,Columbiana County,Ohio,40.788274,-80.5391088,6,6,6,0,0,0,0,0,0,6,4,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,66.69999694824219,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1033,999999,9,,,,6539,0,6,3,444.3557548013032,11417.986872082063,-5318.165278306946,-1474.4229766209264,0.0,0.0
98,99,390299514011034,BLOCK 1034,Columbiana County,Ohio,40.7892557,-80.5394865,16,12,12,0,0,0,0,0,0,16,14,0,14,10,10,0,0,0,0,0,0,0,0,0,0,0,87.5,0.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,39,29,951401,1,1034,999999,9,,,,18035,0,16,10,689.6955049663258,31493.747921069134,-5208.970951025863,-1506.2081845130883,0.0,0.0
99,100,390299514011035,BLOCK 1035,Columbiana County,Ohio,40.7899968,-80.5273552,5,5,5,0,0,0,0,0,1,4,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,80.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1035,999999,9,,,,275633,0,5,2,4234.412584496892,481331.5102963852,-5126.538521619224,-485.3029859024508,0.0,0.0
100,101,390299514011036,BLOCK 1036,Columbiana County,Ohio,40.7922881,-80.5247822,16,16,16,0,0,0,0,0,0,16,16,0,16,12,12,0,0,0,0,0,0,0,0,0,0,0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1036,999999,9,,,,140069,0,16,12,3029.1368478173604,244619.45600594964,-4871.677604740209,-268.7730936689916,0.0,0.0
101,102,390299514011048,BLOCK 1048,Columbiana County,Ohio,40.789047,-80.545619,12,11,10,1,0,0,0,0,1,11,9,0,9,5,5,0,0,0,0,0,0,0,0,0,0,0,75.0,8.300000190734863,83.30000305175781,0.0,0.0,0.0,0.0,0.0,8.300000190734863,100.0,0.0,39,29,951401,1,1048,999999,9,,,,11515,0,12,5,572.3684805261767,20109.27646270824,-5232.184617220828,-2022.2865191430371,0.0,0.0
102,103,390299514011049,BLOCK 1049,Columbiana County,Ohio,40.7816631,-80.5410187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1049,999999,9,,,,326914,0,0,0,3816.842191343339,570743.225646187,-6053.494582804266,-1635.1499253249033,0.0,0.0
103,104,390299514011050,BLOCK 1050,Columbiana County,Ohio,40.7820287,-80.5479027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1050,999999,9,,,,828989,0,0,0,4700.711013052678,1447308.3421994834,-6012.828955776337,-2214.470471709578,0.0,0.0
104,105,390299514011051,BLOCK 1051,Columbiana County,Ohio,40.787252,-80.5480568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1051,999999,9,,,,53186,0,0,0,1656.5459379522172,92870.63921459936,-5431.842167867783,-2227.438701800992,0.0,0.0
105,106,390299514011053,BLOCK 1053,Columbiana County,Ohio,40.7838387,-80.5688135,7,7,7,0,0,0,0,0,0,7,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,71.4000015258789,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1053,999999,9,,,,15955,0,7,1,691.9168458672253,27856.306071993808,-5811.502957630709,-3974.211307189839,0.0,0.0
106,107,390299514011055,BLOCK 1055,Columbiana County,Ohio,40.7824207,-80.5634733,17,13,13,0,0,0,0,0,0,17,14,0,14,9,9,0,0,0,0,0,0,0,0,0,0,0,82.4000015258789,0.0,76.5,0.0,0.0,0.0,0.0,0.0,23.5,100.0,0.0,39,29,951401,1,1055,999999,9,,,,150596,0,17,9,2557.690307109648,262923.8285302708,-5969.226861149865,-3524.8087057600405,1.9321186912884864e-83,3.284601775190427e-82
107,108,390299514011056,BLOCK 1056,Columbiana County,Ohio,40.7854396,-80.5621976,24,24,24,0,0,0,0,0,0,24,13,0,13,9,9,0,0,0,0,0,0,0,0,0,0,0,54.20000076293945,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,39,29,951401,1,1056,999999,9,,,,380044,0,24,9,4815.149280227879,663572.6193410581,-5633.435117613087,-3417.45263270875,4.624192384459936e-93,1.1098061722703846e-91
108,109,390299514011057,BLOCK 1057,Columbiana County,Ohio,40.7903862,-80.5699308,32,31,31,0,0,0,0,0,0,32,18,0,18,10,10,0,0,0,0,0,0,0,0,0,0,0,56.29999923706055,0.0,96.9000015258789,0.0,0.0,0.0,0.0,0.0,3.0999999046325684,100.0,0.0,39,29,951401,1,1057,999999,9,,,,453737,0,32,10,4542.827100684021,792364.9654169293,-5083.225624559301,-4068.237284523354,1.5680397313873246e-93,5.017727140439439e-92
109,110,390299514011058,BLOCK 1058,Columbiana County,Ohio,40.7819963,-80.5546031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,39,29,951401,1,1058,999999,9,,,,274093,0,0,0,3501.3534987861467,478530.5345471525,-6016.432802371942,-2778.340222791965,0.0,0.0
110,111,390299514011059,BLOCK 1059,Columbiana County,Ohio,40.7791669,-80.5612109,17,16,16,0,0,0,0,0,0,17,16,0,16,11,11,0,0,0,0,0,0,0,0,0,0,0,94.0999984741211,0.0,94.0999984741211,0.0,0.0,0.0,0.0,0.0,5.900000095367432,100.0,0.0,39,29,951401,1,1059,999999,9,,,,638621,0,17,11,6429.838634343898,1114854.7221536275,-6331.146492512567,-3334.4172502208144,0.0,0.0
